ID,Meno,Priezvisko,Rodne_cislo,Miesto_narodenia,Stav_uctu,Stav
445,Radoslav,Simek,920718/9118,Nitra,575009,slobodny
446,Ivana,Horvathova,936119/5188,Humenne,590853,vydaty
447,Jan,Bednar,770615/2615,Humenne,953458,slobodny
448,Jana,Simekova,685824/1225,Svidnik,293503,vydaty
449,Marek,Novak,560501/3870,Svidnik,138070,slobodny
450,Lucia,Vargova,885527/1735,Bardejov,773592,vydaty
451,Peter,Kucera,630628/2168,Martin,573807,slobodny
452,Sandra,Fabianova,815408/4748,Bratislava,570518,vydaty
453,Ondrej,Marko,881120/3814,Humenne,115339,slobodny
454,Jana,Novakova,625419/3198,Zilina,272956,vydaty
455,Juraj,Kucera,570102/7421,Senec,198928,slobodny
456,Simona,Vesela,835516/2876,Martin,459051,vydaty
457,Tomas,Bednar,841005/3215,Tvrdosin,216350,slobodny
458,Lucia,Markova,615128/5411,Komarno,153021,vydaty
459,Jan,Cerny,670801/6517,Poprad,788697,slobodny
460,Katerina,Vargova,726216/2898,Bardejov,217842,vydaty
461,Radoslav,Rusnak,750504/9820,Poprad,638058,slobodny
462,Lucia,Markova,595317/4880,Trnava,711161,vydaty
463,Martin,Vesely,550125/6400,Levice,342214,slobodny
464,Katerina,Novakova,745703/4995,Kosice,663102,vydaty
465,Tomas,Dvorak,600616/1511,Presov,335183,slobodny
466,Katerina,Vargova,785803/3584,Svidnik,224470,vydaty
467,Peter,Varga,520707/1864,Humenne,502448,slobodny
468,Veronika,Predajnianska,745209/4559,Komarno,147539,vydaty
469,Jan,Rusnak,981022/6850,Komarno,813735,slobodny
470,Jana,Horvathova,555724/1346,Kosice,895169,vydaty
471,Tomas,Horvath,560708/7868,Nitra,753816,slobodny
472,Simona,Vargova,755512/1323,Poprad,491786,vydaty
473,Tomas,Marko,950221/5587,Bardejov,960230,slobodny
474,Petra,Fabianova,745924/8344,Svidnik,936345,vydaty
475,Filip,Dvorak,900919/6708,Presov,706512,slobodny
476,Zuzana,Kubikova,865302/7824,Svidnik,938978,vydaty
477,Filip,Urban,961226/7879,Martin,994498,slobodny
478,Barbora,Vargova,955710/5280,Svidnik,715324,vydaty
479,Juraj,Rusnak,620611/9049,Zilina,642861,slobodny
480,Jana,Predajnianska,565705/6919,Bardejov,380338,vydaty
481,Radoslav,Kucera,580713/6845,Presov,786462,slobodny
482,Barbora,Muskova,905719/7465,Snina,429643,vydaty
483,Peter,Rusnak,701111/1437,Poprad,295959,slobodny
484,Veronika,Horvathova,916125/2599,Trencin,456076,vydaty
485,Jan,Bednar,770213/1633,Snina,878934,slobodny
486,Katerina,Bednarova,795516/4171,Zilina,56756,vydaty
487,Marek,Dvorak,580501/6502,Martin,976792,slobodny
488,Ivana,Markova,905618/8159,Zilina,548288,vydaty
489,Marek,Horvath,960301/8962,Poprad,986023,slobodny
490,Zuzana,Vesela,975905/8045,Levice,528617,vydaty
491,Richard,Urban,820920/5076,Bratislava,94107,slobodny
492,Veronika,Fabianova,885114/1533,Komarno,407403,vydaty
493,Jan,Bednar,721024/2298,Nitra,593339,slobodny
494,Sandra,Kubikova,756007/8423,Svidnik,161255,vydaty
495,Richard,Novak,540922/3584,Senec,571621,slobodny
496,Barbora,Kubikova,675312/3748,Trencin,755047,vydaty
497,Peter,Simek,880317/9161,Humenne,535704,slobodny
498,Lucia,Kubikova,605211/1782,Poprad,926092,vydaty
499,Peter,Urban,531015/7768,Bratislava,710880,slobodny
500,Katerina,Vargova,525408/3202,Trnava,728927,vydaty
501,Martin,Kucera,570221/9511,Kosice,717210,slobodny
502,Barbora,Kubikova,575427/1004,Zilina,612367,vydaty
503,Jan,Vesely,980102/5548,Trencin,271451,slobodny
504,Veronika,Fabianova,886023/3186,Trnava,262877,vydaty
505,Richard,Fabian,710317/7410,Poprad,178565,slobodny
506,Lucia,Vesela,596212/4410,Levice,134470,vydaty
507,Radoslav,Vesely,720612/8268,Levice,842674,slobodny
508,Katerina,Vesela,615323/1292,Trencin,133147,vydaty
509,Ondrej,Muska,530108/7419,Levice,94144,slobodny
510,Veronika,Fabianova,615302/3649,Snina,185999,vydaty
511,Jan,Kucera,651024/3911,Kosice,924227,slobodny
512,Petra,Markova,855717/5752,Bardejov,348279,vydaty
513,Filip,Simek,940912/7500,Humenne,776043,slobodny
514,Lucia,Vesela,645812/2958,Komarno,314807,vydaty
515,Filip,Vesely,681027/5800,Poprad,930506,slobodny
516,Zuzana,Cerna,966016/4877,Snina,556802,vydaty
517,Ondrej,Cerny,780312/7834,Poprad,362865,slobodny
518,Lucia,Predajnianska,875804/2053,Tvrdosin,272477,vydaty
519,Juraj,Kubik,540407/9867,Trencin,764770,slobodny
520,Barbora,Vargova,996226/6178,Senec,505205,vydaty
521,Marek,Fabian,830110/9978,Trnava,460639,slobodny
522,Barbora,Fabianova,875207/8912,Nitra,30370,vydaty
523,Radoslav,Simek,800416/6503,Kosice,363176,slobodny
524,Veronika,Kucerova,975523/6890,Humenne,430671,vydaty
525,Richard,Simek,830719/1058,Trnava,37706,slobodny
526,Lucia,Markova,885305/3235,Kosice,449741,vydaty
527,Juraj,Vesely,550628/4947,Humenne,637836,slobodny
528,Barbora,Kucerova,715326/9434,Komarno,904118,vydaty
529,Filip,Rusnak,520120/2146,Snina,889063,slobodny
530,Petra,Muskova,775115/9056,Tvrdosin,202270,vydaty
531,Jan,Simek,831225/2283,Presov,954065,slobodny
532,Jana,Bednarova,995112/7534,Humenne,31974,vydaty
533,Ondrej,Varga,890522/6260,Bratislava,480641,slobodny
534,Barbora,Novakova,705504/9829,Bardejov,81847,vydaty
535,Tomas,Kucera,920101/7793,Bratislava,866678,slobodny
536,Ivana,Markova,525207/5554,Martin,987008,vydaty
537,Juraj,Simek,681109/3420,Trnava,157666,slobodny
538,Zuzana,Predajnianska,555819/4598,Senec,336380,vydaty
539,Filip,Predajniansky,970405/6234,Komarno,730575,slobodny
540,Sandra,Novakova,565712/6675,Komarno,885825,vydaty
541,Peter,Bednar,930919/5188,Svidnik,151171,slobodny
542,Petra,Urbanova,795513/5430,Levice,865970,vydaty
543,Ondrej,Simek,610510/2841,Martin,35045,slobodny
544,Ivana,Cerna,836224/8006,Bratislava,413664,vydaty
545,Peter,Simek,650510/9728,Bardejov,309478,slobodny
546,Katerina,Muskova,935303/2742,Martin,846986,vydaty
547,Tomas,Fabian,740104/5254,Levice,803792,slobodny
548,Petra,Bednarova,575814/5499,Humenne,818205,vydaty
549,Tomas,Marko,910622/4608,Tvrdosin,436487,slobodny
550,Lucia,Horvathova,555214/9491,Bardejov,142749,vydaty
551,Marek,Varga,851217/3022,Tvrdosin,556615,slobodny
552,Ivana,Kubikova,745215/9699,Martin,567274,vydaty
553,Richard,Bednar,780518/3882,Senec,391105,slobodny
554,Zuzana,Dvorakova,745310/6978,Komarno,409221,vydaty
555,Tomas,Marko,760821/6224,Bardejov,619794,slobodny
556,Zuzana,Vargova,735327/2582,Senec,673225,vydaty
557,Marek,Urban,700220/5049,Trencin,556881,slobodny
558,Ivana,Simekova,555506/9361,Senec,412864,vydaty
559,Martin,Varga,760416/9886,Bardejov,925980,slobodny
560,Zuzana,Horvathova,795928/5153,Humenne,91714,vydaty
561,Ondrej,Varga,921226/2447,Presov,211256,slobodny
562,Jana,Novakova,736105/2759,Komarno,562210,vydaty
563,Martin,Varga,980126/7412,Presov,544352,slobodny
564,Barbora,Simekova,825717/2178,Humenne,666224,vydaty
565,Tomas,Predajniansky,640716/6492,Trnava,298113,slobodny
566,Katerina,Novakova,735917/4534,Kosice,298220,vydaty
567,Marek,Predajniansky,790403/1094,Martin,178782,slobodny
568,Zuzana,Vargova,815510/3913,Trnava,288483,vydaty
569,Richard,Urban,770528/3129,Tvrdosin,381316,slobodny
570,Zuzana,Simekova,865717/8015,Kosice,791831,vydaty
571,Filip,Simek,641123/4364,Trencin,594346,slobodny
572,Lucia,Predajnianska,645102/6678,Kosice,955866,vydaty
573,Martin,Varga,901012/7082,Nitra,832942,slobodny
574,Barbora,Bednarova,535917/7897,Presov,902000,vydaty
575,Radoslav,Kubik,840123/7496,Zvolen,738100,slobodny
576,Lucia,Dvorakova,525327/7862,Trnava,467306,vydaty
577,Richard,Fabian,580501/2835,Senec,151697,slobodny
578,Simona,Vesela,715621/7753,Tvrdosin,678639,vydaty
579,Jan,Simek,681201/2170,Martin,899089,slobodny
580,Petra,Muskova,545817/2271,Humenne,323278,vydaty
581,Radoslav,Simek,720119/2450,Zilina,780627,slobodny
582,Veronika,Rusnakova,765327/1664,Zilina,168414,vydaty
583,Juraj,Rusnak,940922/2733,Zvolen,361451,slobodny
584,Simona,Novakova,596211/4900,Zilina,830167,vydaty
585,Juraj,Muska,580826/8891,Tvrdosin,790418,slobodny
586,Zuzana,Vesela,716209/8400,Levice,479506,vydaty
587,Peter,Rusnak,880711/8416,Snina,105625,slobodny
588,Barbora,Fabianova,915126/6726,Humenne,738003,vydaty
589,Richard,Fabian,680409/7509,Trencin,560109,slobodny
590,Zuzana,Fabianova,905301/8542,Trnava,774920,vydaty
591,Jan,Kubik,940206/9604,Nitra,221210,slobodny
592,Jana,Horvathova,805725/5091,Bratislava,972993,vydaty
593,Juraj,Vesely,990415/1029,Bardejov,502990,slobodny
594,Jana,Markova,515615/1442,Snina,648160,vydaty
595,Martin,Predajniansky,930314/8094,Trencin,119240,slobodny
596,Zuzana,Cerna,906121/2092,Zvolen,740718,vydaty
597,Jan,Marko,640111/7250,Levice,44154,slobodny
598,Simona,Fabianova,585728/7291,Senec,31296,vydaty
599,Martin,Bednar,650414/6227,Bratislava,903545,slobodny
600,Veronika,Simekova,985127/4344,Zilina,282908,vydaty
601,Peter,Kucera,601226/3629,Poprad,766396,slobodny
602,Katerina,Vesela,656201/6521,Martin,94266,vydaty
603,Peter,Marko,991123/4473,Trnava,477552,slobodny
604,Barbora,Simekova,955828/4627,Svidnik,989296,vydaty
605,Jan,Marko,640627/8499,Humenne,887303,slobodny
606,Petra,Urbanova,755819/3254,Levice,62470,vydaty
607,Filip,Fabian,670419/7332,Humenne,610101,slobodny
608,Katerina,Simekova,886226/1218,Nitra,760096,vydaty
609,Ondrej,Marko,750801/3058,Snina,936809,slobodny
610,Veronika,Kubikova,935608/4129,Senec,562188,vydaty
611,Filip,Rusnak,931107/6256,Levice,686770,slobodny
612,Veronika,Muskova,905818/5644,Levice,59438,vydaty
613,Marek,Predajniansky,760606/9521,Senec,489162,slobodny
614,Petra,Cerna,626216/2722,Levice,660572,vydaty
615,Filip,Fabian,910717/9947,Senec,918964,slobodny
616,Sandra,Bednarova,625703/9875,Zvolen,111358,vydaty
617,Peter,Predajniansky,541217/3282,Senec,903043,slobodny
618,Barbora,Kucerova,705512/1820,Humenne,574092,vydaty
619,Ondrej,Fabian,650225/4240,Svidnik,273633,slobodny
620,Katerina,Fabianova,745519/9329,Svidnik,433566,vydaty
621,Richard,Simek,850906/2013,Humenne,917572,slobodny
622,Veronika,Dvorakova,905806/8017,Poprad,61180,vydaty
623,Juraj,Rusnak,990721/4724,Martin,627617,slobodny
624,Simona,Novakova,895805/6837,Poprad,486076,vydaty
625,Filip,Muska,810804/7337,Bratislava,894389,slobodny
626,Katerina,Kucerova,655413/5523,Bratislava,372022,vydaty
627,Filip,Rusnak,770407/9556,Zvolen,460372,slobodny
628,Lucia,Urbanova,756223/9440,Zilina,401858,vydaty
629,Radoslav,Rusnak,860226/3387,Bratislava,224827,slobodny
630,Zuzana,Bednarova,605422/1527,Zilina,562182,vydaty
631,Richard,Kubik,670308/3691,Zilina,549957,slobodny
632,Jana,Markova,866219/6323,Bratislava,524901,vydaty
633,Radoslav,Cerny,760215/4222,Levice,935479,slobodny
634,Barbora,Simekova,885909/7137,Poprad,431682,vydaty
635,Tomas,Fabian,910905/6731,Komarno,51520,slobodny
636,Petra,Bednarova,945321/3856,Zvolen,592597,vydaty
637,Peter,Kucera,851005/8544,Poprad,97449,slobodny
638,Lucia,Horvathova,875421/2118,Komarno,489886,vydaty
639,Radoslav,Cerny,790110/7709,Zilina,374134,slobodny
640,Barbora,Bednarova,855214/4530,Levice,823297,vydaty
641,Ondrej,Varga,781210/5754,Levice,850723,slobodny
642,Veronika,Kubikova,975124/3435,Trencin,50519,vydaty
643,Juraj,Horvath,971111/5683,Komarno,827653,slobodny
644,Sandra,Vargova,575518/6441,Svidnik,311014,vydaty
645,Ondrej,Fabian,760517/3700,Kosice,790188,slobodny
646,Ivana,Fabianova,515502/3801,Trnava,15628,vydaty
647,Filip,Urban,600622/6270,Martin,438265,slobodny
648,Sandra,Urbanova,795401/2519,Presov,587589,vydaty
649,Richard,Urban,870815/4649,Svidnik,177876,slobodny
650,Jana,Urbanova,735411/1692,Zilina,418468,vydaty
651,Ondrej,Dvorak,520103/7368,Trencin,601220,slobodny
652,Jana,Kucerova,665102/1787,Tvrdosin,319166,vydaty
653,Martin,Predajniansky,790526/9640,Bratislava,993960,slobodny
654,Barbora,Vesela,515306/8290,Trencin,572584,vydaty
655,Richard,Simek,730501/6961,Trencin,778476,slobodny
656,Simona,Vesela,645808/8317,Bardejov,47377,vydaty
657,Marek,Cerny,950103/2909,Poprad,460253,slobodny
658,Jana,Vesela,605823/5533,Bardejov,499952,vydaty
659,Peter,Dvorak,861101/8103,Levice,797749,slobodny
660,Ivana,Horvathova,625319/3166,Martin,432970,vydaty
661,Richard,Fabian,880513/9464,Poprad,133634,slobodny
662,Sandra,Cerna,546222/5548,Trnava,599588,vydaty
663,Radoslav,Muska,810722/6905,Martin,857041,slobodny
664,Lucia,Vesela,646214/9102,Nitra,913610,vydaty
665,Richard,Varga,850107/1216,Nitra,149613,slobodny
666,Barbora,Markova,835508/1569,Presov,905841,vydaty
667,Jan,Bednar,670226/3142,Snina,630360,slobodny
668,Simona,Dvorakova,745424/3119,Trencin,335639,vydaty
669,Martin,Bednar,650416/9044,Tvrdosin,19510,slobodny
670,Zuzana,Fabianova,756217/6875,Poprad,242042,vydaty
671,Martin,Bednar,620917/7807,Svidnik,610964,slobodny
672,Lucia,Markova,645525/9979,Presov,724210,vydaty
673,Radoslav,Muska,630520/7642,Trencin,639327,slobodny
674,Ivana,Predajnianska,996112/1081,Trencin,516112,vydaty
675,Peter,Horvath,830508/7891,Bratislava,416640,slobodny
676,Ivana,Novakova,905101/6879,Bratislava,626750,vydaty
677,Martin,Muska,781008/8846,Poprad,556660,slobodny
678,Simona,Predajnianska,645612/4881,Bardejov,806946,vydaty
679,Tomas,Cerny,580707/2072,Levice,468187,slobodny
680,Katerina,Kucerova,536016/7615,Bardejov,410831,vydaty
681,Juraj,Urban,760119/6216,Svidnik,654891,slobodny
682,Petra,Vargova,826021/3988,Tvrdosin,425702,vydaty
683,Jan,Predajniansky,621016/4826,Zilina,52463,slobodny
684,Barbora,Muskova,956208/8387,Bardejov,311136,vydaty
685,Radoslav,Kubik,880224/7443,Zvolen,484633,slobodny
686,Katerina,Muskova,795701/3646,Tvrdosin,152008,vydaty
687,Richard,Novak,631210/4167,Zvolen,787263,slobodny
688,Katerina,Muskova,645919/4434,Komarno,519767,vydaty
689,Juraj,Predajniansky,640308/5836,Levice,537005,slobodny
690,Ivana,Fabianova,835120/2216,Bratislava,830142,vydaty
691,Peter,Muska,620207/9126,Nitra,869115,slobodny
692,Simona,Dvorakova,755704/1557,Komarno,794842,vydaty
693,Radoslav,Cerny,630906/2746,Komarno,959181,slobodny
694,Veronika,Kucerova,825121/2566,Presov,873785,vydaty
695,Marek,Bednar,821014/7610,Presov,208899,slobodny
696,Sandra,Urbanova,955721/1727,Nitra,753614,vydaty
697,Radoslav,Predajniansky,650927/5985,Presov,821306,slobodny
698,Petra,Horvathova,675825/4135,Zilina,112814,vydaty
699,Ondrej,Predajniansky,661106/8374,Tvrdosin,75681,slobodny
700,Jana,Markova,816015/8200,Martin,262165,vydaty
701,Radoslav,Novak,930512/5035,Snina,138751,slobodny
702,Simona,Cerna,896017/1648,Senec,787036,vydaty
703,Peter,Predajniansky,591211/8433,Levice,162624,slobodny
704,Jana,Kucerova,855414/5012,Snina,306118,vydaty
705,Marek,Marko,671208/8279,Trnava,837798,slobodny
706,Sandra,Rusnakova,975123/4659,Senec,819773,vydaty
707,Marek,Vesely,670212/5970,Zvolen,318768,slobodny
708,Zuzana,Urbanova,805814/2861,Presov,661867,vydaty
709,Tomas,Cerny,560218/2925,Levice,279135,slobodny
710,Simona,Fabianova,966224/1118,Tvrdosin,809151,vydaty
711,Juraj,Novak,720818/7037,Senec,428888,slobodny
712,Katerina,Dvorakova,815624/4349,Zilina,763571,vydaty
713,Richard,Dvorak,880704/8835,Zilina,282670,slobodny
714,Jana,Urbanova,535826/9816,Presov,235614,vydaty
715,Richard,Rusnak,600615/1426,Senec,479734,slobodny
716,Veronika,Cerna,686003/2602,Zilina,924591,vydaty
717,Richard,Horvath,560501/8164,Komarno,55560,slobodny
718,Sandra,Kucerova,886022/9091,Komarno,123931,vydaty
719,Radoslav,Varga,820618/5352,Levice,747089,slobodny
720,Veronika,Simekova,856202/4509,Zvolen,393343,vydaty
721,Filip,Horvath,920319/4870,Presov,290427,slobodny
722,Zuzana,Fabianova,936205/8502,Poprad,751037,vydaty
723,Jan,Varga,780510/1228,Levice,124823,slobodny
724,Jana,Simekova,645316/3193,Tvrdosin,14893,vydaty
725,Richard,Kucera,800716/6632,Presov,147576,slobodny
726,Barbora,Fabianova,905925/7712,Presov,512022,vydaty
727,Jan,Marko,751120/9744,Poprad,646518,slobodny
728,Barbora,Fabianova,606213/2416,Nitra,686794,vydaty
729,Peter,Predajniansky,550522/8657,Humenne,11851,slobodny
730,Zuzana,Markova,976219/2371,Poprad,262008,vydaty
731,Jan,Vesely,850315/3671,Svidnik,50991,slobodny
732,Barbora,Simekova,565228/8239,Komarno,883985,vydaty
733,Peter,Bednar,540508/6029,Bratislava,208890,slobodny
734,Sandra,Fabianova,806104/3879,Svidnik,353992,vydaty
735,Richard,Bednar,930126/4509,Presov,911983,slobodny
736,Zuzana,Predajnianska,655910/7893,Poprad,775190,vydaty
737,Richard,Fabian,940620/7371,Zilina,429844,slobodny
738,Katerina,Markova,535220/8707,Bratislava,999495,vydaty
739,Peter,Urban,910109/4875,Poprad,204214,slobodny
740,Jana,Urbanova,575617/6280,Tvrdosin,400364,vydaty
741,Radoslav,Bednar,890103/3050,Presov,583976,slobodny
742,Petra,Simekova,855908/8764,Zvolen,964112,vydaty
743,Richard,Cerny,621114/1874,Zvolen,800878,slobodny
744,Petra,Simekova,956212/2654,Kosice,809592,vydaty
745,Radoslav,Vesely,840616/6515,Trnava,117089,slobodny
746,Simona,Dvorakova,925907/9353,Kosice,660662,vydaty
747,Martin,Varga,581214/6760,Zvolen,763627,slobodny
748,Ivana,Rusnakova,565805/2488,Zvolen,736498,vydaty
749,Filip,Vesely,960805/5898,Trencin,563877,slobodny
750,Jana,Horvathova,865117/8844,Nitra,983155,vydaty
751,Richard,Kucera,731124/9622,Komarno,843346,slobodny
752,Jana,Horvathova,795513/3587,Levice,294866,vydaty
753,Richard,Cerny,810221/3978,Bratislava,426814,slobodny
754,Barbora,Markova,726023/3046,Trencin,512170,vydaty
755,Marek,Urban,511216/9959,Zvolen,834707,slobodny
756,Lucia,Cerna,535410/2568,Kosice,959183,vydaty
757,Peter,Rusnak,961226/3651,Komarno,704183,slobodny
758,Jana,Dvorakova,605907/4627,Komarno,751720,vydaty
759,Martin,Dvorak,670705/2261,Senec,984275,slobodny
760,Ivana,Kubikova,725119/6223,Presov,405122,vydaty
761,Martin,Kubik,580712/1853,Tvrdosin,71922,slobodny
762,Jana,Dvorakova,645502/9778,Trencin,737787,vydaty
763,Jan,Dvorak,960610/7301,Tvrdosin,62636,slobodny
764,Simona,Cerna,886010/4197,Senec,134166,vydaty
765,Ondrej,Varga,820926/8894,Nitra,139430,slobodny
766,Zuzana,Kucerova,546117/1865,Poprad,717017,vydaty
767,Jan,Predajniansky,510217/5820,Trencin,111463,slobodny
768,Zuzana,Cerna,706008/6693,Kosice,414888,vydaty
769,Tomas,Fabian,780811/5234,Nitra,504222,slobodny
770,Sandra,Fabianova,995517/4360,Bardejov,942315,vydaty
771,Juraj,Rusnak,820401/2772,Poprad,179946,slobodny
772,Lucia,Kubikova,735315/2611,Tvrdosin,292871,vydaty
773,Marek,Bednar,910124/2187,Zvolen,45752,slobodny
774,Zuzana,Kucerova,835608/3280,Trencin,119614,vydaty
775,Martin,Novak,771127/4358,Bardejov,691481,slobodny
776,Petra,Horvathova,535328/2234,Tvrdosin,939123,vydaty
777,Jan,Novak,900415/8817,Poprad,539254,slobodny
778,Jana,Urbanova,986001/9219,Levice,430106,vydaty
779,Tomas,Kubik,951127/5866,Zvolen,451539,slobodny
780,Veronika,Vargova,945627/1636,Trnava,116324,vydaty
781,Radoslav,Fabian,641003/1948,Trencin,797024,slobodny
782,Barbora,Novakova,785721/3356,Zvolen,573350,vydaty
783,Martin,Dvorak,540916/1498,Trnava,196521,slobodny
784,Barbora,Rusnakova,905503/5180,Nitra,461008,vydaty
785,Juraj,Marko,610726/6880,Komarno,125667,slobodny
786,Ivana,Novakova,845707/2993,Tvrdosin,768827,vydaty
787,Marek,Varga,670523/6895,Zvolen,487430,slobodny
788,Veronika,Simekova,906027/5388,Poprad,446417,vydaty
789,Radoslav,Simek,570707/3964,Zilina,770705,slobodny
790,Katerina,Vesela,546224/7397,Bratislava,489080,vydaty
791,Martin,Predajniansky,571201/5408,Snina,908745,slobodny
792,Jana,Novakova,515718/1297,Svidnik,691363,vydaty
793,Tomas,Cerny,590913/3056,Trencin,908189,slobodny
794,Barbora,Kucerova,975621/8791,Bratislava,578440,vydaty
795,Jan,Vesely,550810/3978,Trencin,860669,slobodny
796,Zuzana,Markova,615708/5059,Komarno,357616,vydaty
797,Martin,Horvath,720408/1669,Zvolen,128996,slobodny
798,Veronika,Urbanova,705320/7197,Bratislava,503534,vydaty
799,Martin,Predajniansky,951123/2140,Senec,633995,slobodny
800,Jana,Simekova,775223/9014,Bratislava,884993,vydaty
801,Filip,Cerny,840218/4740,Snina,70368,slobodny
802,Barbora,Kucerova,685402/9000,Bratislava,979516,vydaty
803,Martin,Kubik,790913/2610,Snina,803916,slobodny
804,Lucia,Horvathova,866220/8162,Kosice,886127,vydaty
805,Juraj,Predajniansky,940309/1858,Snina,88385,slobodny
806,Veronika,Kubikova,865625/1122,Senec,85819,vydaty
807,Marek,Kubik,670504/1185,Nitra,551833,slobodny
808,Simona,Predajnianska,655312/9151,Poprad,628176,vydaty
809,Ondrej,Kucera,610703/7393,Humenne,579658,slobodny
810,Barbora,Horvathova,875426/3207,Senec,211271,vydaty
811,Marek,Kubik,561202/8875,Trencin,590625,slobodny
812,Petra,Kubikova,676221/5258,Tvrdosin,366416,vydaty
813,Radoslav,Novak,560803/2644,Poprad,656662,slobodny
814,Barbora,Markova,745314/8892,Humenne,969301,vydaty
815,Peter,Kubik,520402/5763,Zilina,297340,slobodny
816,Lucia,Bednarova,515621/3995,Poprad,248089,vydaty
817,Richard,Rusnak,680603/7320,Humenne,642215,slobodny
818,Katerina,Urbanova,705715/4025,Bardejov,723585,vydaty
819,Filip,Horvath,900120/5264,Tvrdosin,530059,slobodny
820,Jana,Dvorakova,805726/2310,Trencin,707463,vydaty
821,Tomas,Fabian,600107/5273,Tvrdosin,342970,slobodny
822,Lucia,Rusnakova,885114/7352,Martin,44548,vydaty
823,Jan,Vesely,850321/2858,Bratislava,855697,slobodny
824,Veronika,Horvathova,556021/5335,Kosice,166909,vydaty
825,Filip,Bednar,710307/6034,Nitra,290051,slobodny
826,Simona,Muskova,715421/8639,Kosice,425201,vydaty
827,Juraj,Bednar,700424/8813,Bratislava,897874,slobodny
828,Petra,Rusnakova,815406/6972,Bardejov,732026,vydaty
829,Marek,Varga,830805/9321,Levice,566506,slobodny
830,Lucia,Novakova,815521/2192,Trencin,839941,vydaty
831,Ondrej,Rusnak,640519/7192,Bardejov,96200,slobodny
832,Zuzana,Urbanova,566004/6482,Svidnik,56854,vydaty
833,Juraj,Kubik,980823/3458,Poprad,686383,slobodny
834,Jana,Fabianova,576101/7619,Trencin,886880,vydaty
835,Tomas,Urban,600318/6646,Levice,479053,slobodny
836,Simona,Vesela,645520/8048,Levice,255956,vydaty
837,Juraj,Kubik,771016/5418,Martin,353960,slobodny
838,Jana,Bednarova,645118/9681,Snina,39520,vydaty
839,Martin,Horvath,670120/2506,Presov,345749,slobodny
840,Ivana,Vargova,545102/7465,Trnava,136866,vydaty
841,Ondrej,Muska,861011/5981,Poprad,473893,slobodny
842,Sandra,Rusnakova,955413/4502,Martin,350473,vydaty
843,Tomas,Dvorak,700908/9134,Trnava,68184,slobodny
844,Katerina,Kucerova,915415/6839,Zilina,473364,vydaty
